Sample	Family	Treatment	Lat.x	Long.x	Region	Env	K1	K2	Pair	Sex	FTmeans	BMmeans	LNmeans	NNmeans	SWmeans	PHmeans	FCmeans	SCmeans	Germmeans	COTYmeans	HYPOmeans
4828	100	Control	38.988681	-95.215847	Nunemaker	Ag	1	0	16	F	53.2	0.088679123	1.991503268	0.488631746	0.153094773	0.99371417	0.010589411	0.002403846	6.8	0.535208333	1.968663399
5100	158	Control	38.927036	-95.241462	Lawrence	Nat	1	0	17	F	57.6	0.161229166	2.233537051	0.48542968	0.165483781	1.38856716	0.00304878	0	7	0.629608098	1.692668449
5205	87	Control	39.46407096	-91.68243396	MarkTwain	Nat	0.9999999	1.00E-07	10	F	45.8	0.132230959	1.341568627	0.428928571	0.177231746	1.465112943	0.008947613	0.004471494	6.2	0.631911111	2.485386928
5377	81	Control	38.558781	-90.447501	Greentree	Nat	0.9627912	0.0372088	7	F	47	0.045146162	0.5	0.41283293	0.13848184	1.148450363	0.005813953	0.005813953	10	1.514	3.55
4822	191	Control	38.732444	-89.277403	Keysport	Nat	0.7756276	0.2243724	5	F	54	0.098072072	1.45297619	0.564184527	0.159139042	1.376883017	0.014910801	0.010155117	8.25	0.729238095	2.362607143
5208	21	Control	40.12487104	-90.36914203	Browning	Nat	0.5505141	0.4494859	11	F	40.42857143	0.112861559	1.74382215	0.451501562	0.209206943	1.65424743	0.019625404	0.023760946	6.25	0.748556773	1.606458604
5326	95	Control	41.15132703	-87.89857297	Kakanee	Nat	0.1290647	0.8709353	14	F	50.75	0.202327064	1.340225564	0.507099931	0.251019984	1.64141121	0.012712323	0.006369685	8.25	0.711472744	1.348718985
5381	12	Control	38.670222	-90.065665	Granite	Ag	0.9425411	0.0574589	6	F	72	0.007688312	0.3125	0.152777778	0.029861111	0.168055556	0.012987013	0	8	0.446875	1.3075
5294	105	Control	41.03727398	-83.81345096	Blanchard	Nat	0.1580356	0.8419644	2	F	44	0.114809568	0.828431373	0.564561404	0.250770016	1.48108134	0.007860545	0.017166333	7.25	0.772314134	2.137669526
5359	6	Control	39.01893298	-84.92674196	AgLaughrey	Ag	0.4522718	0.5477282	3	F	46.5	0.173846632	0.887215909	0.519270278	0.210882275	1.417889455	0.00297619	0.014122516	8.25	1.129590909	2.031823864
5385	162	Control	39.393248	-88.163216	FoxRidge	Nat	0.9859223	0.0140777	4	F	38.5	0.1137547	3.583333333	0.693766938	0.175403117	1.551287263	0.005154639	0	6.5	0.766388889	1.856111111
5368	17	Control	38.66783702	-91.55559699	Gascondale	Nat	0.9229285	0.0770715	9	F	47	0.225057692	1.659722222	0.75376197	0.228613771	1.710419517	0.009615385	0.003205128	8	0.8175	1.386815476
5317	171	Control	39.001464	-95.239938	Kansas	Nat	0.9688096	0.0311904	16	F	36	0.121294686	4.578947368	0.555555556	0.185555556	1.722222222	0	0.010869565	7	0.838782895	2.366875
5099	46	Control	38.670222	-90.065665	Granite	Ag	0.8984693	0.1015307	6	F	52.83333333	0.210415176	1.553314061	0.650596293	0.199095722	1.577904171	0.008841902	0.007900726	6.5	0.519971248	1.285996784
5394	146	Control	38.66890403	-90.63545798	Chesterfield	Ag	0.5237612	0.4762388	7	F	49	0.106415277	1.268155364	0.495497186	0.167119074	1.419617886	0.005386308	0.013490008	6.75	0.459427294	1.258235282
5225	194	Control	38.988681	-95.215847	Nunemaker	Ag	0.999994	6.00E-06	16	F	56	0.136079879	0.980769231	0.5024108	0.189860174	1.123497268	0.005813953	0	6.5	1.021634615	3.094951923
5333	70	Control	41.37218297	-83.79889	Weston	Ag	0.545952	0.454048	1	F	39.33333333	0.030873786	1.877192982	0.593265504	0.25282219	1.500775194	0.022455493	0.015154206	8	1.053491228	1.859631579
5122	38	Control	41.06360497	-83.78943597	Mccombe	Ag	1	0	2	F	42	0.10086867	0.844444444	0.559974808	0.192090283	1.605817067	0.006329114	0.002659574	5.75	0.552347222	2.614458333
5197	144	Control	38.670222	-90.065665	Granite	Ag	0.7138631	0.2861369	6	F	65.66666667	0.061945461	1.264328808	0.463209139	0.167858951	0.860132021	0.016340269	0.003875969	6.666666667	0.693715435	1.387865762
4895	102	Control	38.782048	-95.171401	Baldwin	Ag	0.9373773	0.0626227	17	F	60.5	NA	1.756944444	0.33781909	0.152741398	1.229938957	0	0.012048193	8	0.682916667	2.416666667
5102	172	Control	38.988681	-95.215847	Nunemaker	Ag	0.9586832	0.0413168	16	F	56.5	0.141225718	2.033333333	0.453219316	0.206126761	1.505197854	0.011627907	0	8.5	0.920111111	1.822333333
5396	177	Control	39.393248	-88.163216	FoxRidge	Nat	0.9511469	0.0488531	4	F	43.4	0.2083664	1.235769231	0.575840911	0.204868075	1.545690399	0.008777274	0.004651163	6.2	0.87304359	2.670238462
5264	174	Control	38.782048	-95.171401	Baldwin	Ag	0.6660601	0.3339399	17	F	45.33333333	0.235686101	1.042592593	0.57345191	0.198250988	1.748353096	0.003205128	0	6	1.063601852	3.558078704
5089	83	Control	38.65643696	-90.73639403	WeldonSprings	Nat	0.7282962	0.2717038	8	F	61.8	0.134688252	1.982573099	0.451063772	0.168097358	1.338756029	0.024390849	0.008331288	6.4	0.626777778	2.239112865
5203	68	Control	38.782048	-95.171401	Baldwin	Ag	0.9592073	0.0407927	17	F	39	0.103934535	1.319510898	0.555555556	0.222930321	1.738241007	0.010411917	0.003267974	6.666666667	0.751607301	2.545217083
4984	77	Control	38.732444	-89.277403	Keysport	Nat	0.5623049	0.4376951	5	F	59.5	0.121590208	1.134608844	0.454314401	0.19823297	1.038698801	0.006154852	0.001472754	6.285714286	0.543644841	2.3632072
5296	157	Control	38.988681	-95.215847	Nunemaker	Ag	1	0	16	F	54.75	0.109269676	3.367142857	0.596547388	0.173388243	1.198282346	0.006767677	0.014869852	7.8	0.944309524	2.233038095
5176	82	Control	38.66890403	-90.63545798	Chesterfield	Ag	0.9792021	0.0207979	7	F	55	0.117218179	1.702597841	0.494814815	0.149985185	1.751851852	0.003205128	0.010918701	5.666666667	0.842785088	2.434392713
5334	149	Control	40.12487104	-90.36914203	Browning	Nat	0.5493884	0.4506116	11	F	47	0.177643139	1.430978013	0.528859534	0.203761678	1.306327136	0.005629349	0.006519608	6.666666667	0.623157752	1.755221031
5220	49	Control	38.65643696	-90.73639403	WeldonSprings	Nat	0.9359308	0.0640692	8	F	51.66666667	0.104305889	1.184529506	0.465133351	0.160058527	1.084348654	0.007892033	0	6.333333333	0.791773525	2.532869219
5285	182	Control	41.16467102	-87.81988903	Bradley	Ag	0.8786228	0.1213772	14	F	47	0.125492996	2.555252525	0.659858413	0.187463952	1.417975094	0.01130652	0.006919083	6	0.684095455	2.812334091
4832	181	Control	41.15132703	-87.89857297	Kakanee	Nat	0.2076686	0.7923314	14	F	46.33333333	0.140327094	1.309294872	0.627390931	0.229522083	1.498639319	0.01877716	0.007738415	8	0.587339744	1.457516026
5329	55	Control	40.12487104	-90.36914203	Browning	Nat	0.6697833	0.3302167	11	F	44.16666667	0.160790979	3.433011923	0.645730901	0.229457454	1.525929424	0.019145102	0.020050005	5.666666667	0.494841198	1.265094717
4821	51	Control	38.66783702	-91.55559699	Gascondale	Nat	0.5991747	0.4008253	9	F	47.4	0.182393519	1.94479827	0.644554017	0.231601456	1.605725703	0.006259247	0.010945715	6.8	0.824778564	2.570073468
4966	178	Control	39.305104	-88.139778	Greenup	Ag	0.867151	0.132849	4	F	56.33333333	0.034575993	2.953216374	0.404943104	0.178817255	1.171188181	0.007860545	0	7.333333333	0.706315789	1.85180117
5270	16	Control	38.6589929	-90.7440433	WSCSoy2	Ag	0.6541934	0.3458066	8	F	43.5	0.140967505	1.892156863	0.558139535	0.179458245	1.547859408	0.006329114	0	6.5	0.601862745	1.925735294
5277	125	Control	40.87326997	-88.62446599	Pontiac	Nat	0.9194029	0.0805971	13	F	50.5	0.081747357	2.286324786	0.448456498	0.160734006	1.14273478	0	0.006024096	6.5	0.694122405	1.399879426
4968	183	Control	39.001464	-95.239938	Kansas	Nat	0.9998444	0.0001556	16	F	65	0.163871855	3.828895769	0.463087396	0.153131533	1.271157224	0.004065041	0.003436426	6.333333333	0.606091503	1.635636051
4882	53	Control	39.46407096	-91.68243396	MarkTwain	Nat	0.9660152	0.0339848	10	F	42.33333333	0.113961421	1.932189542	0.627867828	0.190361185	1.48464033	0.003492795	0.002150538	5.333333333	0.865151961	2.731334967
5330	37	Control	41.03727398	-83.81345096	Blanchard	Nat	0.2454718	0.7545282	2	F	45	0.048520404	0.448164683	0.518945777	0.184624097	1.35993249	0.004219409	0.003401361	8.75	0.642487599	2.522070933
5316	121	Control	40.12487104	-90.36914203	Browning	Nat	0.5522959	0.4477041	11	F	51.25	0.163293693	2.114935065	0.499624786	0.206150518	1.328319204	0.005063421	0.01746592	5.5	0.666126623	2.139842532
4810	197	Control	38.732444	-89.277403	Keysport	Nat	0.8677972	0.1322028	5	F	49.33333333	0.164451842	0.717592593	0.498103255	0.202728283	1.496469136	0.01075626	0	6.666666667	0.715138889	2.612268519
4809	150	Control	40.57469501	-89.65567603	Pekin	Nat	0.6943575	0.3056425	12	F	43	0.161875289	2.580065359	0.685326087	0.239853261	1.31326087	0.006097561	0.006097561	7.5	0.575245098	1.793071895
4826	45	Control	38.699066	-90.068054	Pontoon	Nat	0.5792467	0.4207533	6	F	46	0.134312482	1.726984127	0.458466406	0.204355186	1.471526651	0.004917044	0.0058933	6.4	0.575369925	2.120662322
4944	89	Control	40.12487104	-90.36914203	Browning	Nat	0.6143955	0.3856045	11	F	41.71428571	0.225387188	1.236445336	0.573969077	0.296998791	1.400820751	0.011271142	0.012628041	8	0.6889482	1.667197521
5150	200	Control	39.305104	-88.139778	Greenup	Ag	0.6759678	0.3240322	4	F	35	0.194300326	1.085227273	0.683388158	0.204317434	1.434703947	0.006024096	0	6.5	1.179943182	4.453693182
4919	5	Control	39.05562996	-84.89810603	Aurora	Nat	0.3474447	0.6525553	3	F	45.5	0.15330923	0.402777778	0.455491713	0.233574538	1.671659982	0.022791632	0.016766044	9.25	1.118541667	3.362430556
5233	122	Control	40.17519498	-90.26269396	Hickory	Ag	0.8810313	0.1189687	11	F	53.4	0.125741946	0.53995671	0.413459661	0.172040425	1.358989537	0.013387446	0.013796541	6	0.758070166	2.774663095
4979	195	Control	39.393248	-88.163216	FoxRidge	Nat	0.9303432	0.0696568	4	F	40	NA	1.947058824	0.261904762	0.231403509	1.434210526	0.00625	0	9.5	0.875588235	1.898352941
5073	66	Control	38.988681	-95.215847	Nunemaker	Ag	0.9385204	0.0614796	16	F	53	0.117821782	0.285714286	0.566037736	0.138301887	1.094339623	0.00990099	0	8	1.095714286	2.595714286
5098	128	Control	41.16467102	-87.81988903	Bradley	Ag	0.7468681	0.2531319	14	F	46	0.113719997	1.217592593	0.657011289	0.205721628	1.633229352	0.010682803	0.007842598	7.333333333	0.761342593	1.982541667
5337	103	Control	41.55656599	-83.66247503	Maume	Nat	0.1669708	0.8330292	1	F	38.83333333	0.083619758	1.113804974	0.553213248	0.246368232	1.557317123	0.006821349	0.017038954	6.666666667	0.644111971	2.543205373
5357	196	Control	39.305104	-88.139778	Greenup	Ag	0.7062134	0.2937866	4	F	42	0.152351894	0.864805195	0.584614094	0.23871331	1.830725218	0.017681338	0.006805774	7.6	0.921162338	2.546946753
4869	131	Control	39.001464	-95.239938	Kansas	Nat	0.6159621	0.3840379	16	F	45.5	0.106749638	1.301339286	0.631837579	0.193300816	1.274956356	0.008387057	0	8.75	1.008303571	2.937276786
5105	33	Control	38.927036	-95.241462	Lawrence	Nat	0.9412938	0.0587062	17	F	45.5	0.178305185	2.932539683	0.727891156	0.224081633	1.068027211	0.006666667	0	9	0.679603175	1.251111111
5369	31	Control	39.001464	-95.239938	Kansas	Nat	0.2929188	0.7070812	16	F	48	0.111429308	0.720893142	0.59335512	0.181753268	1.208551198	0.014502818	0.003472222	6.333333333	0.703018341	2.141630781
5346	110	Control	39.305104	-88.139778	Greenup	Ag	0.582624	0.417376	4	F	37.2	0.064843162	1.515306915	0.549498859	0.203504722	1.67085371	0.0109235	0.012862512	6	0.971772339	3.187322455
4873	28	Control	41.16467102	-87.81988903	Bradley	Ag	0.8586247	0.1413753	14	F	42.5	0.16422135	3.603846154	0.671171171	0.196970721	1.421143018	0.005813953	0.005813953	6	0.750615385	1.862269231
5084	48	Control	38.66890403	-90.63545798	Chesterfield	Ag	0.9408999	0.0591001	7	F	53.5	0.043856004	1.418859649	0.460215054	0.13955914	1.0609319	0	0	6.5	0.649473684	1.720723684
5261	163	Control	39.305104	-88.139778	Greenup	Ag	0.5767154	0.4232846	4	F	39.4	0.120506567	1.96517094	0.565150094	0.233321085	1.697359555	0.012295076	0.005066538	7.6	1.009134402	2.33820812
5378	111	Control	38.732444	-89.277403	Keysport	Nat	0.8247284	0.1752716	5	F	45.5	0.180910293	1.647619048	0.582364341	0.264273256	1.649467054	0.005319149	0	10	0.816952381	2.063952381
4955	2	Control	41.37218297	-83.79889	Weston	Ag	0.0001819	0.9998181	1	F	41.28571429	0.058794033	0.981860902	0.543040918	0.183205972	1.23707723	0.014248953	0.015880083	8.714285714	0.643489035	1.238277256
5110	107	Control	39.05562996	-84.89810603	Aurora	Nat	0.4820848	0.5179152	3	F	45	0.149108278	1.932539683	0.654607303	0.226996527	1.463312678	0.026785368	0.027907909	7.6	0.472252715	1.669834169
4820	90	Control	40.17519498	-90.26269396	Hickory	Ag	0.767776	0.232224	11	F	53.66666667	0.174878626	1.538888889	0.467468806	0.187317291	1.069370172	0.014185247	0.018500759	7	0.549236111	1.387972222
5015	176	Control	41.37218297	-83.79889	Weston	Ag	0.5507098	0.4492902	1	F	38.6	0.138795132	1.731746032	0.592634532	0.265146727	1.499159963	0.011068684	0.018084905	7.8	0.72781746	2.509857143
5227	14	Control	38.66890403	-90.63545798	Chesterfield	Ag	0.996414	0.003586	7	F	52.33333333	0.113179091	0.956411863	0.41766292	0.179886249	1.245903468	0.002906977	0.005919025	7	0.468103592	1.54484482
5234	50	Control	38.6589929	-90.7440433	WSCSoy2	Ag	0.924538	0.075462	8	F	49.25	0.118722995	1.80877193	0.529901961	0.161932073	1.569789279	0.008212364	0	6.75	0.787442982	2.528005117
5086	161	Control	41.37218297	-83.79889	Weston	Ag	0.4464206	0.5535794	1	F	36.66666667	0.098123689	1.113095238	0.581679894	0.239930556	1.697255291	0.015784216	0.019447219	8.333333333	0.79202381	2.106190476
4965	92	Control	40.55406597	-89.48221204	Allentown	Ag	0.9477908	0.0522092	12	F	59.75	0.074344135	1.142178363	0.364792818	0.134407609	0.828331304	0.012293663	0.004329004	7.5	0.644060673	1.689822734
5242	78	Control	38.755485	-89.272475	Mulberry	Ag	0.6414819	0.3585181	5	F	55.75	0.162091451	1.294951923	0.484094131	0.174662579	1.097575149	0	0	6.75	0.747689904	2.247355769
4806	15	Control	38.65643696	-90.73639403	WeldonSprings	Nat	0.6800398	0.3199602	8	F	40.4	0.125817577	3.09804001	0.723198474	0.204813092	1.480928739	0	0	6.4	0.562574809	1.442010931
5343	47	Control	38.558781	-90.447501	Greentree	Nat	0.8514007	0.1485993	7	F	37.4	0.099473511	1.463137255	0.552739608	0.239712801	1.801956373	0.015418697	0.008945527	8.2	0.841166013	2.58535817
4830	19	Control	39.46407096	-91.68243396	MarkTwain	Nat	0.5663931	0.4336069	10	F	45	0.127400693	0.997712418	0.513546048	0.249439339	1.421418583	0.011486336	0.013915019	9.5	0.906481209	1.904946078
5138	175	Control	41.55656599	-83.66247503	Maume	Nat	0.2028374	0.7971626	1	F	31	0.096147565	2.653478058	0.683668582	0.301822318	1.607222222	0.007291418	0.01400647	7.75	0.820498366	2.140012401
5321	156	Control	39.001464	-95.239938	Kansas	Nat	0.9428472	0.0571528	16	F	46.6	0.147373097	1.584343434	0.580599419	0.214759165	1.533196439	0.00821701	0.004284078	6.2	0.782445455	2.26430101
5249	116	Control	38.66890403	-90.63545798	Chesterfield	Ag	0.495381	0.504619	7	F	43	0.109612438	0.823516484	0.624923649	0.18961163	1.840278182	0.007821558	0.002083333	7.8	0.830425641	1.938590842
4854	76	Control	39.305104	-88.139778	Greenup	Ag	0.9941799	0.0058201	4	F	56.5	0.131544444	1.277777778	0.381570409	0.214119079	1.37931538	0	0.005263158	7	0.717916667	3.0725
5040	69	Control	41.55656599	-83.66247503	Maume	Nat	0.230027	0.769973	1	F	43.8	0.179651968	1.748638344	0.663972659	0.235336016	1.292438072	0.009103611	0.006981085	6.333333333	0.797827887	1.569727669
5156	152	Control	41.15132703	-87.89857297	Kakanee	Nat	0.9220083	0.0779917	14	F	46.6	0.137260167	1.174393939	0.5876007	0.229694956	1.425812371	0.004145299	0	7.8	0.801275253	2.156744444
5163	185	Control	38.927036	-95.241462	Lawrence	Nat	0.557314	0.442686	17	F	52	0.167207261	1.365079365	0.477272727	0.233265152	1.752272727	0	0	8	0.911005291	2.717433862
5170	118	Control	38.6589929	-90.7440433	WSCSoy2	Ag	0.8826387	0.1173613	8	F	61.5	0.092400001	1.911662582	0.354625662	0.128547607	0.984594001	0.021037714	0	6.5	1.048296569	3.118349673
5079	7	Control	39.393248	-88.163216	FoxRidge	Nat	0.9563598	0.0436402	4	F	46.75	0.113081263	1.347619048	0.425955514	0.191912672	1.43304198	0.008834306	0.011675215	10.5	0.545063492	1.262634921
5204	67	Control	38.927036	-95.241462	Lawrence	Nat	0.857179	0.142821	17	F	56.5	0.081734082	0.786096257	0.479508197	0.175569042	1.339312736	0	0	7	0.737192513	1.687513369
4902	166	Control	38.66783702	-91.55559699	Gascondale	Nat	0.8136391	0.1863609	9	F	46	0.085996747	1.428618421	0.445945946	0.169307432	0.962725225	0.010772617	0.013049376	6.75	0.458430556	1.463461623
4977	151	Control	40.87326997	-88.62446599	Pontiac	Nat	0.9082115	0.0917885	13	F	40.4	0.097911334	1.928559861	0.579502752	0.225125136	1.837711421	0.013241983	0.005497161	6.8	0.734653528	1.932649537
5171	99	Control	39.001464	-95.239938	Kansas	Nat	0.6061036	0.3938964	16	F	58.75	0.136962371	1.400824176	0.487267405	0.148980244	1.22187173	0.006176605	0	6	0.527800214	1.362488553
5244	132	Control	38.988681	-95.215847	Nunemaker	Ag	0.7217884	0.2782116	16	F	70	0.003792683	1.166666667	0.185714286	0.059428571	0.271428571	0.012195122	0	10	0.795833333	1.408333333
5145	22	Control	40.17519498	-90.26269396	Hickory	Ag	0.8729071	0.1270929	11	F	43.5	0.072291224	0.662527233	0.452234734	0.181607029	1.530010798	0.013583014	0.007830838	6.5	0.777999533	2.719314037
5116	43	Control	38.732444	-89.277403	Keysport	Nat	0.8317708	0.1682292	5	F	41	0.175498922	2.281808279	0.698467344	0.215325301	1.792945501	0.012048193	0.015556965	6.333333333	0.553045752	2.153842048
5221	154	Control	41.31732501	-86.746256	Knox	Nat	0.3721722	0.6278278	15	F	38.16666667	0.123601703	2.082010582	0.614366189	0.267647453	1.446674575	0.011261134	0.009434806	8.166666667	0.750945767	1.668554894
5287	159	Control	38.782048	-95.171401	Baldwin	Ag	0.9283953	0.0716047	17	F	60.66666667	0.132828093	0.696969697	0.486111111	0.145305556	1.127281746	0.014381313	0	7.666666667	1.45030303	3.99008658
5223	179	Control	38.732444	-89.277403	Keysport	Nat	0.6044108	0.3955892	5	F	44	0.123595506	0.333333333	0.409090909	0.191363636	1.25	0.011235955	0	10	1.272222222	2.982222222
5247	155	Control	41.35604002	-86.73699299	Prairie	Ag	0.7499482	0.2500518	15	F	45	0.155381031	1.531054131	0.736166008	0.218982799	1.580112721	0.007020656	0	6	0.686415954	3.075156695
5262	126	Control	40.82949003	-88.66930699	HWY66	Ag	0.9391587	0.0608413	13	F	41.4	0.092537433	1.587847222	0.640905875	0.206000562	1.480615934	0.013155801	0.004476119	7.2	0.602231566	2.179709091
4887	60	Control	40.82949003	-88.66930699	HWY66	Ag	0.8487641	0.1512359	13	F	41.75	0.094646702	1.75	0.872652364	0.211377501	1.115759149	0.010921726	0.002631579	7	0.594472222	1.361083333
4888	160	Control	41.55656599	-83.66247503	Maume	Nat	0.4309005	0.5690995	1	F	40.75	0.150395989	2.755202958	0.614842314	0.264366683	1.969413832	0.008865005	0.017085387	6.75	0.565584365	1.260075249
5387	167	Control	38.63920603	-91.51230698	Hernan	Ag	0.9998246	0.0001754	9	F	48.25	0.222894994	0.743253968	0.63486916	0.203838309	1.6928344	0.01630893	0.002631579	8.25	1.10099504	2.855232143
5258	80	Control	38.670222	-90.065665	Granite	Ag	0.8583841	0.1416159	6	F	55.8	0.135767778	1.112619048	0.509418061	0.184532721	1.267368737	0.016747299	0.010413285	7.4	1.226292857	2.947963095
4989	62	Control	41.16467102	-87.81988903	Bradley	Ag	0.7736577	0.2263423	14	F	43	0.128594183	1.307070707	0.518717055	0.204741824	1.708627841	0.008187663	0.003968254	7.333333333	0.81739899	1.368675084
5380	56	Control	40.17519498	-90.26269396	Hickory	Ag	0.8110245	0.1889755	11	F	49	0.127737356	3.107407407	0.64373928	0.198425901	1.44810749	0.015130501	0.019459505	7	0.569516569	1.481953216
5183	29	Control	41.31732501	-86.746256	Knox	Nat	0.4164501	0.5835499	15	F	42	0.142083333	2.118055556	0.812251843	0.256446398	1.569455474	0.011537447	0.005208333	7.5	0.920486111	1.574722222
4813	101	Control	38.927036	-95.241462	Lawrence	Nat	0.9918205	0.0081795	17	F	49.75	0.100596234	1.314529915	0.523579279	0.182503326	1.370919054	0.00856829	0	5.75	0.781879953	3.132311772
4801	86	Control	38.63920603	-91.51230698	Hernan	Ag	0.964014	0.035986	9	F	51.5	0.195065845	1.264102564	0.534994282	0.199536864	1.288758862	0.008111939	0.011732978	6.25	0.530989316	1.842442308
4886	180	Control	38.755485	-89.272475	Mulberry	Ag	0.5982739	0.4017261	5	F	64.66666667	0.09474656	0.95633778	0.433739962	0.140775927	1.040582311	0.015401993	0.010928634	6	0.60930304	2.25196812
5320	85	Control	38.66783702	-91.55559699	Gascondale	Nat	0.9999996	4.00E-07	9	F	45	0.111746376	0.749754902	0.46103382	0.190006434	1.618317831	0.003205128	0.005452627	6.75	0.709824755	2.063419118
5206	189	Control	39.393248	-88.163216	FoxRidge	Nat	0.8706399	0.1293601	4	F	44.2	0.159783601	2.73744801	0.795316206	0.23345022	1.641181379	0.008404138	0.004397729	6.4	1.003399287	2.339958556
5219	3	Control	41.03727398	-83.81345096	Blanchard	Nat	0.528683	0.471317	2	F	41.6	0.07053347	3.346797386	0.534053494	0.196592924	1.474703626	0.011071339	0.013772215	7.8	0.619069655	0.940627264
5238	184	Control	38.988681	-95.215847	Nunemaker	Ag	0.9996581	0.0003419	16	F	45.4	0.174624364	1.191879699	0.530646965	0.207624273	1.656323003	0.011792355	0.004631861	7	0.912584461	3.016049708
4939	147	Control	38.66783702	-91.55559699	Gascondale	Nat	1	0	9	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5147	142	Control	38.755485	-89.272475	Mulberry	Ag	0.8301889	0.1698111	5	F	51.71428571	0.126403282	1.949007937	0.454774076	0.202852729	1.356641509	0.011464505	0.013144631	7.428571429	0.797790033	1.715030579
5239	165	Control	38.755485	-89.272475	Mulberry	Ag	0.4301956	0.5698044	5	F	41.6	0.191030079	1.159722222	0.690421119	0.252331221	1.982727495	0.018120915	0.013454328	7.6	1.047875	3.507673611
5213	168	Control	40.57469501	-89.65567603	Pekin	Nat	0.333277	0.666723	12	F	45.5	0.162043103	2.321138072	0.578132388	0.234034279	1.400827423	0.005849754	0	5	0.676563653	2.114772642
5271	32	Control	38.988681	-95.215847	Nunemaker	Ag	1	0	16	F	60.5	0.122741367	2.666394336	0.472603861	0.148843047	1.095082452	0	0.002409639	5.666666667	0.703284586	2.042089052
5008	112	Control	38.755485	-89.272475	Mulberry	Ag	0.8092626	0.1907374	5	F	46	0.155184354	2.05	0.618371212	0.195151515	1.886363636	0.012143067	0.024286135	8	0.566166667	2.0095
5400	148	Control	38.63920603	-91.51230698	Hernan	Ag	0.5837317	0.4162683	9	F	45	0.187922559	1.474431818	0.558152174	0.208331975	1.659057971	0.008630735	0.007719768	7.25	0.949820076	3.155984848
4802	24	Control	40.55406597	-89.48221204	Allentown	Ag	0.5397369	0.4602631	12	F	45.66666667	0.115899092	1.518907563	0.537815126	0.202688651	1.395227485	0.011531804	0.007655835	7.333333333	0.896288515	1.816881419
4876	35	Control	41.55656599	-83.66247503	Maume	Nat	0.5681013	0.4318987	1	F	37.16666667	0.10982699	1.958396465	0.544304424	0.263788329	1.732752575	0.011345529	0.018774054	6.666666667	0.749199495	1.80419234
4907	8	Control	39.305104	-88.139778	Greenup	Ag	0.9091245	0.0908755	4	F	47.8	0.189685617	1.667712418	0.528017871	0.19646695	1.618302546	0.003164557	0.00497067	7.4	0.781718954	2.462304575
5002	71	Control	41.03727398	-83.81345096	Blanchard	Nat	0.3009071	0.6990929	2	F	46.14285714	0.120003259	1.309627966	0.550639099	0.228783261	1.353486588	0.014083952	0.018893754	6.571428571	0.581841471	1.868570013
5325	91	Control	40.57469501	-89.65567603	Pekin	Nat	0.2111154	0.7888846	12	F	39	0.189304375	1.147660819	0.638157895	0.26543778	1.428861049	0.011904762	0.015341188	6	0.572353801	2.472134503
5348	57	Control	40.57469501	-89.65567603	Pekin	Nat	0.9111506	0.0888494	12	F	36	0.125404784	1.744755245	0.654837765	0.257506995	1.768203325	0.021106639	0.014429288	6	0.630099068	1.700537587
4899	198	Control	38.755485	-89.272475	Mulberry	Ag	0.9313331	0.0686669	5	F	51.33333333	0.134695771	2.352043035	0.570833794	0.178678465	1.442833328	0.010763953	0	7.5	0.806923452	2.13994272
5216	138	Control	41.06360497	-83.78943597	Mccombe	Ag	0.5282042	0.4717958	2	F	44.5	0.065841677	1.174559815	0.469381409	0.223847906	1.251051466	0.003623188	0.011763897	9.25	0.716290897	2.302465191
5300	23	Control	40.57469501	-89.65567603	Pekin	Nat	0.8127863	0.1872137	12	F	52.2	0.149615949	2.260879839	0.479910874	0.184635284	1.501427758	0.004547804	0.005919025	6.4	0.72899276	2.051548115
4803	199	Control	39.393248	-88.163216	FoxRidge	Nat	0.6051385	0.3948615	4	F	38	0.051342615	1.292397661	0.45703311	0.194035563	1.32747622	0.006971678	0	7.25	0.951496711	2.53811038
5389	137	Control	41.03727398	-83.81345096	Blanchard	Nat	0.2788626	0.7211374	2	F	37	0.080466818	1.569000934	0.60054305	0.236718559	1.371588089	0.011934156	0.014051332	7.75	0.608839402	1.32197549
4921	133	Control	38.927036	-95.241462	Lawrence	Nat	0.9946869	0.0053131	17	F	55	0.080673635	1.620915033	0.42648367	0.141170416	1.631655865	0.012098335	0.015969803	9.666666667	1.177686275	2.763673203
4964	39	Control	39.05562996	-84.89810603	Aurora	Nat	0.4318667	0.5681333	3	F	48	0.176888889	4.894736842	0.604166667	0.185833333	1.935416667	0.011111111	0.033333333	6	0.524210526	1.096315789
5115	73	Control	39.05562996	-84.89810603	Aurora	Nat	0.6167335	0.3832665	3	F	36.66666667	0.10588767	0.625925926	0.647507236	0.287695161	1.63553463	0.007020656	0.006672672	6	0.789388889	2.190888889
4912	75	Control	39.393248	-88.163216	FoxRidge	Nat	0.6324389	0.3675611	4	F	54	0.081885346	2.04752331	0.542233273	0.182338767	1.04367056	0.003401361	0	5.5	0.648726204	1.834031566
5097	10	Control	38.755485	-89.272475	Mulberry	Ag	0.5363283	0.4636717	5	F	55.5	0.132221853	1.153472222	0.762798762	0.179693635	1.596873666	0.012657897	0.008756298	6.75	1.025597222	2.309194444
4861	190	Control	39.305104	-88.139778	Greenup	Ag	0.9789111	0.0210889	4	F	46	0.168686635	1.686251718	0.63739533	0.23387077	1.657125381	0.007732117	0.00172117	6.857142857	0.871767588	2.811233068
