Env,Pop,Family,Position,Treatment,Lat,Long,Pair,GH,GH_Block,Roof_Block,Germ,Germ_JD,Hypocotyl(mm),Cotyledon(mm),LeafNum,Date_of_1Meas,Harvest Julian Day,Flowering Time,StemWidth,PlantHeight,NodeNum,Late,Broken,Sex,Dry Biomass,Flower Color,485,530,590,IsBlank,Soy Germ,Stem Colour
Natural,Maume,160,153,Control,41.55656599,-83.66247503,1,2,W,1,8,189,16.31,7.2,11,200,291,238,11.79,76.1,25,1,0,M,8.638,0,642,542,862,0,na,1
Agricultural,Baldwin,174,154,Water,38.782048,-95.171401,17,2,E,1,6,187,32.93,10.45,22,200,291,224,9.01,64.7,22,0,0,M,4.851,0,1461,1445,2109,0,na,0
Agricultural,Baldwin,34,155,Control,38.782048,-95.171401,17,1,C,1,10,191,,,,200,291,NA,NA,NA,NA,0,0,NA,,,65,175,166,1,na,
Natural,Pontoon,143,156,Water,38.699066,-90.068054,6,2,D,1,8,189,29.3,8.88,7,200,291,263,9.01,63,30,0,1,F,,1,1013,617,1071,0,na,1
Natural,Knox,63,157,Water,41.31732501,-86.746256,15,1,E,1,10,191,11.7,5.55,6,203,291,233,9.17,50.1,13,1,0,F,5.313,1,29,72,58,1,na,1
Agricultural,Granite,80,158,Soy,38.670222,-90.065665,6,1,W,1,6,187,35.94,12.22,38,203,291,238,6.99,52.9,25,0,0,M,3.702,2,67,170,165,1,0,0
Natural,FoxRidge,199,159,Soy,39.393248,-88.163216,4,2,G,1,7,188,22.12,8.28,45,203,291,221,8.91,47,19,0,0,M,7.166,1,1551,1313,1526,0,0,1
Agricultural,Hernan,148,160,Control,38.63920603,-91.51230698,9,2,D,1,7,188,31.4,10.77,41,203,291,226,9,61.2,24,0,0,M,,1,2013,1768,2836,0,na,0
Natural,Gascondale,51,161,Water,38.66783702,-91.55559699,9,1,D,1,5,186,38.64,9.4,45,203,291,233,9.21,109.4,21,1,0,F,12.115,2,2072,1845,3042,0,na,1
Agricultural,Granite,12,162,Soy,38.670222,-90.065665,6,1,B,1,6,187,38.36,7.07,9,203,291,260,3.62,23.6,14,0,0,F,0.566,1,1217,682,1300,0,0,1
Natural,Kakanee,27,163,Water,41.15132703,-87.89857297,14,1,C,1,10,191,31.81,9.53,19,203,291,228,10.47,68,25,0,0,F,11.918,3,1323,998,1621,0,na,2
Agricultural,Baldwin,159,164,Water,38.782048,-95.171401,17,2,D,1,,FALSE,13.3,7.79,2,203,291,NA,NA,NA,NA,0,0,NA,,,1622,1224,2024,0,na,0
Agricultural,Baldwin,68,165,Soy,38.782048,-95.171401,17,1,E,1,10,191,17.3,5.87,0,200,291,NA,NA,NA,NA,0,0,NA,na,,64,176,171,1,0,0
Natural,Kakanee,95,166,Control,41.15132703,-87.89857297,14,1,G,1,10,191,6.67,5.43,4,200,291,249,3.15,19,17,0,0,M,0.238,1,1365,1196,2110,0,na,1
Natural,Kakanee,61,167,Control,41.15132703,-87.89857297,14,1,W,1,10,191,10.02,5.42,4,200,291,NA,NA,NA,NA,0,0,NA,,,62,159,153,1,na,
Agricultural,Greenup,163,168,Soy,39.305104,-88.139778,4,2,E,1,10,191,17.08,5.49,4,200,291,249,4.41,56,19,0,0,F,1.627,2,883,874,1557,0,0,0
Agricultural,Mulberry,78,169,Soy,38.755485,-89.272475,5,1,F,1,6,187,47.42,9.74,41,203,291,NA,NA,NA,NA,1,1,F,,0,613,619,921,0,0,1
Natural,Kakanee,181,170,Water,41.15132703,-87.89857297,14,2,W,1,7,188,24.9,8.07,35,203,291,238,12.49,56.9,32,0,0,F,8.002,1,628,649,1322,0,na,1
Agricultural,Hickory,122,171,Soy,40.17519498,-90.26269396,11,2,B,1,7,188,36.32,9.4,27,203,291,233,8.25,68.7,14,1,0,M,4.292,2,767,669,1013,0,0,0
Agricultural,Greenup,8,172,Water,39.305104,-88.139778,4,1,A,1,6,187,34.07,7.73,25,203,291,233,9.64,71.4,17,0,0,F,13.22,2,63,166,152,1,na,0
Agricultural,Bradley,153,173,Water,41.16467102,-87.81988903,14,2,D,1,6,187,32.99,11.04,44,203,291,233,9.85,74.3,26,1,0,F,,0,2493,1962,3578,0,na,0
Agricultural,Weston,2,174,Control,41.37218297,-83.79889,1,1,A,1,10,191,23.58,8.29,9,203,291,226,8.29,60.1,19,0,0,F,3.519,0,725,609,914,0,na,1
Agricultural,WSCSoy2,84,175,Control,38.6589929,-90.7440433,8,1,F,1,9,190,29.42,7.16,15,203,291,254,7.37,81,26,0,0,NA,,,63,167,159,1,na,
Natural,Keysport,77,176,Soy,38.732444,-89.277403,5,1,F,1,5,186,47.86,8,48,203,291,260,7.73,99.8,36,1,1,NA,,,66,174,163,1,0,0
Agricultural,Nunemaker,157,177,Soy,38.988681,-95.215847,16,2,D,1,5,186,18.5,11.52,56,200,291,254,8.28,75,41,0,0,F,8.16,2,66,170,169,1,0,1
Agricultural,Baldwin,68,178,Control,38.782048,-95.171401,17,1,E,1,8,189,33.03,8.46,9,200,291,228,10.45,72.5,26,0,0,F,14.69,2,979,818,1227,0,na,1
Agricultural,Hernan,148,179,Soy,38.63920603,-91.51230698,9,2,D,1,6,187,45.04,12.11,21,200,291,226,8.56,70.3,23,0,0,F,10.25,1,750,649,989,0,0,1
Natural,Pontoon,11,180,Control,38.699066,-90.068054,6,1,B,1,6,187,28.64,8.18,9,200,291,NA,NA,NA,NA,0,0,NA,,,28,69,60,1,na,
Natural,Kansas,183,181,Control,39.001464,-95.239938,16,2,F,1,7,188,28.7,5.55,4,199,291,263,5.41,40.5,NA,0,0,M,,2,395,516,769,0,na,1
Agricultural,Weston,188,182,Soy,41.37218297,-83.79889,1,2,F,1,6,187,35.09,7.26,6,199,291,254,4.22,18,12,0,0,NA,,,34,76,66,1,1,
Agricultural,HWY66,126,183,Soy,40.82949003,-88.66930699,13,2,B,1,6,187,39.33,8.41,13,199,291,221,10.62,58,25,0,0,M,7.217,1,1718,1461,2372,0,1,0
Agricultural,Greenup,110,184,Soy,39.305104,-88.139778,4,2,A,1,7,188,46.48,9.41,1,199,291,242,5.41,98,33,0,0,F,3.691,1,1235,1369,2353,0,0,0
Agricultural,Bradley,128,185,Soy,41.16467102,-87.81988903,14,2,B,1,7,188,31.5,6.7,6,199,291,242,7.38,35,29,0,0,F,,1,1099,939,1552,0,0,0
Agricultural,AgLaughrey,6,186,Soy,39.01893298,-84.92674196,3,1,A,1,7,188,36.97,10.57,5,199,291,233,4.48,51.7,10,1,0,M,3.65,0,791,828,1282,0,1,1
Natural,Lawrence,133,187,Soy,38.927036,-95.241462,17,2,C,1,6,187,37.35,9.58,6,199,291,254,5.71,66,26,1,0,M,3.57,1,1120,884,1535,0,0,1
Agricultural,Bradley,28,188,Water,41.16467102,-87.81988903,14,1,C,1,8,189,25.78,10.34,6,199,291,233,6.59,72.1,20,1,0,M,3.9,0,1475,1184,1745,0,na,0
Agricultural,Greenup,163,189,Water,39.305104,-88.139778,4,2,E,1,6,187,45.46,7.5,20,200,291,224,8.8,66.2,19,0,0,F,5.27,2,1968,1591,2873,0,na,0
Agricultural,Chesterfield,14,190,Control,38.66890403,-90.63545798,7,1,B,1,6,187,25.18,7.65,5,200,291,238,9.47,105.3,33,1,0,M,5.56,2,1175,905,1439,0,na,2
Agricultural,Greenup,200,191,Control,39.305104,-88.139778,4,2,W,1,6,187,36.41,13.52,22,200,291,263,8.84,105,42,1,0,M,7.68,0,2006,1710,2931,0,na,0
Agricultural,Nunemaker,157,192,Water,38.988681,-95.215847,16,2,D,1,6,187,20.2,13.24,38,200,291,249,10.27,89,40,0,0,NA,,,29,73,58,1,na,
Natural,Greentree ,145,193,Water,38.558781,-90.447501,7,2,D,1,6,187,25.57,7.3,9,199,291,233,11.23,78.1,25,0,0,M,13.259,2,1440,1443,2349,0,na,0
Agricultural,Mulberry,180,194,Control,38.755485,-89.272475,5,2,W,1,6,187,39.58,10.32,9,199,291,242,10.26,75.5,34,0,0,F,15.774,1,1069,909,1421,0,na,1
Natural,Keysport,197,195,Soy,38.732444,-89.277403,5,2,G,1,8,189,36.38,10.41,5,199,291,254,6.2,58,21,0,0,F,2.425,0,1472,865,1961,0,0,0
Natural,Pekin,91,196,Water,40.57469501,-89.65567603,12,1,W,1,6,187,36.05,6.66,4,199,291,260,1,7.2,9,1,0,F,,2,26,65,58,1,na,2
Natural,Pontoon,79,197,Soy,38.699066,-90.068054,6,1,F,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,28,64,58,1,0,
Natural,Lawrence,158,198,Soy,38.927036,-95.241462,17,2,D,1,6,187,33.89,7.66,14,199,291,242,7.7,75,31,0,0,M,9.59,1,1283,1180,1949,0,0,0
Natural,FoxRidge,139,199,Control,39.393248,-88.163216,4,2,C,1,6,187,31.65,6.38,5,199,291,254,10.22,53.2,17,0,0,M,5.521,1,25,67,57,1,na,0
Agricultural,Jackson,20,200,Soy,39.463458,-91.98047097,10,1,W,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,25,66,55,1,0,
Agricultural,Mulberry,192,201,Soy,38.755485,-89.272475,5,2,G,1,8,189,29.77,4.91,5,200,291,238,7.94,80.22,24,0,0,M,3.17,0,333,587,883,0,0,0
Agricultural,Mulberry,180,202,Soy,38.755485,-89.272475,5,2,W,1,6,187,42.45,8.27,11,200,291,NA,NA,NA,NA,0,1,NA,,,26,66,54,1,0,
Agricultural,Nunemaker,66,203,Soy,38.988681,-95.215847,16,1,E,1,,FALSE,NA,NA,NA,200,291,263,0.98,5,6,0,0,NA,,,27,66,57,1,0,
Natural,Lawrence,33,204,Soy,38.927036,-95.241462,17,1,C,1,9,190,12.84,8.67,10,200,291,NA,NA,NA,NA,0,0,F,0.14,1,27,70,60,1,0,0
Agricultural,Baldwin,102,205,Water,38.782048,-95.171401,17,2,A,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,M,0.157,3,559,551,857,0,na,3
Agricultural,Mulberry,180,206,Water,38.755485,-89.272475,5,2,W,1,6,187,31.17,9.92,10,199,291,238,9,77.5,30,0,0,F,9.182,3,852,943,1342,0,na,2
Agricultural,Mulberry,142,207,Water,38.755485,-89.272475,5,2,D,1,7,188,21.49,8.05,7,199,291,233,14.11,92.3,26,1,0,F,21.731,2,1298,965,1535,0,na,2
Agricultural,Greenup,42,208,Control,39.305104,-88.139778,4,1,D,1,7,188,20.18,5.2,5,199,291,238,10.11,80.34,26,0,0,F,10.667,0,1959,1512,2624,0,na,0
Agricultural,WSCSoy2,84,209,Water,38.6589929,-90.7440433,8,1,G,1,10,191,25.16,8.4,4,199,291,238,10.08,55.3,20,0,0,F,16.42,2,834,596,961,0,na,1
Natural,Gascondale,85,210,Control,38.66783702,-91.55559699,9,1,F,1,6,187,27,6.35,5,199,291,224,8.09,50.3,15,0,0,F,7.41,1,1763,1371,2395,0,na,1
Agricultural,Baldwin,134,211,Control,38.782048,-95.171401,17,2,C,1,10,191,34.98,7.6,4,199,291,238,9.16,93.2,31,1,0,M,5.088,1,55,151,144,1,na,0
Agricultural,Mulberry,78,212,Control,38.755485,-89.272475,5,1,F,1,7,188,,,,199,291,NA,NA,NA,NA,0,0,NA,,,51,137,132,1,na,
Natural,Kakanee,61,213,Water,41.15132703,-87.89857297,14,1,W,1,11,192,12.25,5.96,4,200,291,NA,NA,NA,NA,0,0,NA,,,50,130,125,1,na,
Agricultural,HWY66,60,214,Soy,40.82949003,-88.66930699,13,1,W,1,6,187,,,,200,291,NA,NA,NA,NA,0,0,NA,,,44,116,110,1,1,
Natural,Gascondale,166,215,Water,38.66783702,-91.55559699,9,2,E,1,7,188,30.32,6.35,7,200,291,226,10.27,60.6,25,0,0,M,9.44,2,1340,1302,2023,0,na,1
Agricultural,AgLaughrey,40,216,Soy,39.01893298,-84.92674196,3,1,W,1,10,191,30.11,7.68,5,200,291,231,9.97,74.5,17,0,0,F,9.17,3,1096,969,1536,0,1,1
Agricultural,HWY66,94,217,Soy,40.82949003,-88.66930699,13,1,G,1,10,191,19.33,5.18,3,199,291,254,1.46,8,7,1,0,F,,2,618,718,1187,0,0,1
Agricultural,WSCSoy2,84,218,Soy,38.6589929,-90.7440433,8,1,F,1,7,188,39.2,9.59,5,199,291,NA,NA,NA,NA,0,1,NA,,,55,151,145,1,1,
Natural,WeldonSprings,83,219,Soy,38.65643696,-90.73639403,8,1,F,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,61,168,164,1,0,
Agricultural,Bradley,170,220,Water,41.16467102,-87.81988903,14,2,E,1,6,187,36.8,9.67,11,199,291,NA,NA,NA,NA,0,1,NA,,,63,170,164,1,na,
Agricultural,Weston,70,221,Water,41.37218297,-83.79889,1,1,E,1,6,187,20.12,8.79,8,199,291,238,10.09,53.2,19,1,0,NA,,,538,570,821,0,na,
Agricultural,Weston,136,222,Soy,41.37218297,-83.79889,1,2,C,1,9,190,20.84,7.59,4,199,291,228,10.16,55,32,0,0,M,,,58,153,142,1,1,
Natural,Keysport,197,223,Water,38.732444,-89.277403,5,2,G,1,6,187,27.39,7.32,6,199,291,242,7.56,59,26,0,0,M,3.732,2,563,476,670,0,na,0
Agricultural,Mulberry,142,224,Soy,38.755485,-89.272475,5,2,D,1,6,187,29.83,9.04,7,199,291,238,8.02,83.1,30,0,0,F,8.45,2,668,553,870,0,1,2
Agricultural,Greenup,190,225,Control,39.305104,-88.139778,4,2,F,1,6,187,37.54,7.16,17,200,291,231,10.05,81.8,29,0,0,F,15.28,1,1760,1426,2492,0,na,0
Agricultural,Allentown,92,226,Soy,40.55406597,-89.48221204,12,1,G,1,7,188,19.38,6.91,6,200,291,242,4.41,33,20,0,0,NA,,,61,171,158,1,1,
Natural,Kansas,171,227,Water,39.001464,-95.239938,16,2,E,1,10,191,22.9,8.07,4,200,291,NA,NA,NA,NA,0,0,NA,,,62,166,156,1,na,
Agricultural,Baldwin,186,228,Control,38.782048,-95.171401,17,2,F,1,10,191,29.93,8.31,5,200,291,254,8.16,95,25,0,0,F,9.35,1,1255,1226,1774,0,na,1
Natural,Maume,69,229,Soy,41.55656599,-83.66247503,1,1,E,1,8,189,25.26,10.18,12,199,291,224,10.04,54.5,17,0,0,M,6.764,0,30,74,65,1,1,1
Agricultural,HWY66,26,230,Control,40.82949003,-88.66930699,13,1,B,1,9,190,27.39,9.41,5,199,291,242,8.83,65.5,33,0,0,F,,2,2725,2087,3484,0,na,1
Natural,Maume,187,231,Water,41.55656599,-83.66247503,1,2,G,1,6,187,31.83,7.43,16,199,291,233,10.87,67.3,27,1,1,NA,,,69,188,175,1,na,
Agricultural,Nunemaker,66,232,Water,38.988681,-95.215847,16,1,E,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,64,177,170,1,na,
Natural,Kakanee,152,233,Water,41.15132703,-87.89857297,14,2,D,1,6,187,42.73,12.02,13,199,291,226,8.33,44.8,27,0,0,M,5.31,1,1254,1192,2036,0,na,1
Natural,Pontiac,25,234,Control,40.87326997,-88.62446599,13,1,B,1,6,187,18.71,11.25,19,199,291,242,11.3,50,36,0,0,F,11.529,0,1136,980,1631,0,na,0
Natural,Pekin,57,235,Soy,40.57469501,-89.65567603,12,1,D,1,9,190,29.45,5.62,4,199,291,254,3.55,55,25,1,0,F,1.111,1,78,213,194,1,0,0
Natural,Lawrence,173,236,Soy,38.927036,-95.241462,17,2,F,1,5,186,45.86,7.3,14,199,291,233,9.22,67.4,23,1,0,M,9.471,1,539,480,767,0,1,0
Agricultural,Granite,12,237,Control,38.670222,-90.065665,6,1,B,1,6,187,30.45,7.7,6,200,291,254,6.31,39,16,0,0,M,0.77,2,1269,866,1478,0,na,1
Agricultural,Prairie,155,238,Control,41.35604002,-86.73699299,15,2,D,1,6,187,34.91,8.73,30,200,291,242,7.14,63,32,0,0,NA,,0,1179,1150,1390,0,na,0
Natural,Kansas,183,239,Soy,39.001464,-95.239938,16,2,F,1,,FALSE,,,,200,291,NA,NA,NA,NA,0,0,NA,,,65,169,162,1,0,
Natural,Gascondale,85,240,Soy,38.66783702,-91.55559699,9,1,F,1,6,187,41.44,7.22,6,200,291,254,3.48,53,17,0,0,M,0.68,0,1442,1352,2100,0,0,0
Natural,Browning,149,241,Control,40.12487104,-90.36914203,11,2,D,1,6,187,32.75,8.98,15,199,291,242,6.78,25,24,0,1,M,0.51,2,1715,1329,2215,0,na,1
Natural,WeldonSprings,49,242,Control,38.65643696,-90.73639403,8,1,D,1,9,190,31.65,7.03,4,199,291,242,11.14,53,25,0,0,M,3.88,0,54,149,142,1,na,0
Agricultural,Greenup,42,243,Soy,39.305104,-88.139778,4,1,D,1,10,191,28.73,7.86,4,199,291,254,4.76,55,19,1,0,F,1.84,0,1338,1274,1914,0,0,0
Agricultural,Nunemaker,172,244,Control,38.988681,-95.215847,16,2,F,1,10,191,36.83,6.05,3,199,291,254,7.12,57,24,0,0,M,0.78,1,981,830,1376,0,na,0
Natural,Knox,97,245,Soy,41.31732501,-86.746256,15,1,G,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,65,181,171,1,0,
Natural,Pontiac,59,246,Soy,40.87326997,-88.62446599,13,1,D,1,7,188,32.15,7.13,5,199,291,233,6.28,74.4,NA,1,0,F,10.552,1,1686,1470,2508,0,1,1
Agricultural,Bradley,182,247,Water,41.16467102,-87.81988903,14,2,G,1,5,186,41.79,11.28,9,199,291,249,4.56,32,18,0,1,F,0.782,,1646,1406,2451,0,na,0
Natural,Browning,89,248,Soy,40.12487104,-90.36914203,11,1,F,1,6,187,25.8,6.64,6,199,291,233,12.15,73.6,24,1,0,M,8.782,0,1096,888,1435,0,1,1
Natural,FoxRidge,189,249,Water,39.393248,-88.163216,4,2,G,1,6,187,26.15,7.31,11,199,291,228,9.73,61,25,1,0,M,10.56,0,757,635,1026,0,na,2
Natural,Maume,35,250,Control,41.55656599,-83.66247503,1,1,C,1,6,187,15.2,9.38,12,199,291,228,10.49,71,21,0,0,F,15.24,1,502,408,594,0,na,1
Agricultural,Nunemaker,194,251,Control,38.988681,-95.215847,16,2,G,1,7,188,23.35,8.33,6,199,291,NA,6.03,37,26,0,0,NA,,,57,160,149,1,na,
Agricultural,Hernan,86,252,Water,38.63920603,-91.51230698,9,1,G,1,,FALSE,11.61,5.56,0,199,291,NA,NA,NA,NA,0,0,NA,na,,1134,1126,2172,0,na,0
Agricultural,AgLaughrey,40,253,Control,39.01893298,-84.92674196,3,1,W,1,6,187,30.21,5.75,6,199,291,249,9.45,34,16,0,0,M,,,28,68,61,1,na,
Natural,FoxRidge,162,254,Soy,39.393248,-88.163216,4,2,E,1,,FALSE,,,,199,291,240,NA,NA,NA,0,0,NA,,,58,157,147,1,na,
Natural,Gascondale,51,255,Control,38.66783702,-91.55559699,9,1,D,1,9,190,30.35,8.1,5,199,291,242,9.06,56,28,0,1,F,7.71,2,1193,934,1545,0,na,1
Natural,Kakanee,181,256,Soy,41.15132703,-87.89857297,14,2,W,1,7,188,32.7,6.97,6,199,291,238,11.13,60,23,0,0,F,5.56,1,69,187,175,1,1,0
Agricultural,Jackson,20,257,Control,39.463458,-91.98047097,10,1,W,1,,FALSE,10.64,6.91,2,199,291,NA,NA,NA,NA,0,0,NA,,,70,183,172,1,na,
Natural,Pekin,23,258,Soy,40.57469501,-89.65567603,12,1,B,1,6,187,14.19,9.56,5,199,291,238,10.72,56.8,21,0,0,F,7.714,1,832,662,1077,0,1,1
Natural,Lawrence,158,259,Control,38.927036,-95.241462,17,2,D,1,6,187,38.12,8.5,8,199,291,260,7.85,76.5,29,0,0,NA,,2,1359,1154,1856,0,na,0
Agricultural,AgLaughrey,108,260,Control,39.01893298,-84.92674196,3,2,A,1,7,188,30.56,7.11,4,199,291,260,1.78,3.9,6,1,0,NA,,,59,158,145,1,na,0
Natural,WeldonSprings,15,261,Soy,38.65643696,-90.73639403,8,1,B,1,6,187,43.86,10.81,15,199,291,233,7.87,71.4,26,1,0,NA,,,68,184,173,1,0,
Natural,Pontoon,113,262,Water,38.699066,-90.068054,6,2,A,1,8,189,20.17,6.51,5,199,291,NA,NA,NA,NA,0,0,M,0.26,1,1086,887,1536,0,na,0
Agricultural,Prairie,130,263,Soy,41.35604002,-86.73699299,15,2,B,1,6,187,21.51,7.25,13,199,291,210,6.41,33,18,0,0,NA,,,59,159,147,1,1,
Agricultural,Greenup,190,264,Water,39.305104,-88.139778,4,2,G,1,6,187,49.1,8.66,15,199,291,224,7.78,56.4,20,0,0,M,,,1184,1144,1854,0,na,0
Agricultural,Bradley,62,265,Control,41.16467102,-87.81988903,14,1,E,1,6,187,28.02,8.43,12,199,291,224,8.91,41.2,21,0,0,M,2.22,0,29,71,59,1,na,0
Natural,MarkTwain,53,266,Soy,39.46407096,-91.68243396,10,1,D,1,5,186,41.25,13.7,16,199,291,238,7.85,42.2,19,0,0,M,3.755,1,48,127,118,1,0,1
Natural,Browning,89,267,Control,40.12487104,-90.36914203,11,1,F,1,7,188,28.66,7.4,5,199,291,233,12.95,68.6,18,0,0,F,20.684,1,1524,1011,1664,0,na,2
Natural,Greentree ,115,268,Control,38.558781,-90.447501,7,2,B,1,6,187,41.35,10.23,12,199,291,226,7.78,64.2,24,0,0,F,7.71,2,1005,930,1482,0,na,1
Agricultural,Baldwin,186,269,Water,38.782048,-95.171401,17,2,G,1,10,191,29.18,10.16,4,199,291,238,7.25,78.4,23,0,0,M,6.729,1,929,1193,1895,0,na,1
Agricultural,WSCSoy2,16,270,Water,38.6589929,-90.7440433,8,1,A,1,,FALSE,,,,199,291,263,1.19,7,11,0,0,F,,0,864,540,865,0,na,0
Natural,Lawrence,158,271,Water,38.927036,-95.241462,17,2,D,1,6,187,26.33,9.32,14,199,291,NA,NA,NA,NA,0,1,NA,,,73,200,193,1,na,0
Agricultural,HWY66,26,272,Water,40.82949003,-88.66930699,13,1,C,1,6,187,29.6,9.36,13,199,291,233,10.65,59.6,17,0,0,F,2.182,0,1189,1077,1735,0,na,0
Agricultural,Prairie,64,273,Control,41.35604002,-86.73699299,15,1,E,1,6,187,30.11,11.99,22,199,291,221,8.34,57,24,0,0,M,3.74,0,845,596,865,0,na,0
Agricultural,Chesterfield,116,274,Soy,38.66890403,-90.63545798,7,2,B,1,7,188,32.9,10.07,6,199,291,238,3.94,51.5,24,0,0,M,0.63,1,1412,1057,1797,0,0,0
Natural,Pekin,123,275,Water,40.57469501,-89.65567603,12,2,C,1,6,187,33.15,11.83,13,199,291,212,8.8,NA,13,0,0,M,3.08,,55,143,140,1,na,
Natural,Greentree ,145,276,Control,38.558781,-90.447501,7,2,D,1,6,187,36.66,9.18,18,199,291,224,9.63,75.1,25,0,0,F,16.76,1,1257,1070,1756,0,na,0
Natural,Knox,29,277,Soy,41.31732501,-86.746256,15,1,B,1,,FALSE,,,,199,291,238,8.46,29.1,16,0,0,F,3.25,1,1504,1345,2291,0,1,1
Agricultural,Weston,2,278,Water,41.37218297,-83.79889,1,1,A,1,9,190,14.92,6.8,3,199,291,228,9.01,54,19,0,0,F,5.65,2,1296,1413,2183,0,na,0
Natural,Kakanee,169,279,Water,41.15132703,-87.89857297,14,2,E,1,7,188,17.27,7.14,10,199,291,233,8.93,60.4,25,1,0,F,3.9,0,1667,1475,2433,0,na,0
Natural,FoxRidge,139,280,Soy,39.393248,-88.163216,4,2,C,1,6,187,31.45,9.81,10,199,291,249,5.43,62,25,0,0,NA,3.845,2,1293,1169,1891,0,0,0
Agricultural,Nunemaker,172,281,Water,38.988681,-95.215847,16,2,E,1,7,188,41.59,10.56,10,199,291,233,8.25,67.6,22,0,0,M,5.596,2,996,979,1437,0,na,1
Natural,Maume,1,282,Water,41.55656599,-83.66247503,1,1,W,1,6,187,25.27,12.36,14,199,291,228,10.56,54,20,0,0,NA,,,1062,969,1555,0,na,0
Natural,Gascondale,17,283,Control,38.66783702,-91.55559699,9,1,B,1,6,187,27.9,10.92,17,199,291,238,9.94,77.8,33,0,0,F,23.406,2,1399,1244,2009,0,na,1
Agricultural,Weston,36,284,Control,41.37218297,-83.79889,1,1,C,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,32,78,65,1,na,
Natural,Lawrence,185,285,Water,38.927036,-95.241462,17,2,G,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,41,94,79,1,na,
Natural,Browning,21,286,Control,40.12487104,-90.36914203,11,1,W,1,7,188,26.35,10.83,5,199,291,238,6.63,83,24,0,0,F,5.17,2,571,682,956,0,na,2
Natural,Blanchard,105,287,Soy,41.03727398,-83.81345096,2,2,A,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,36,81,68,1,1,
Natural,Lawrence,185,288,Soy,38.927036,-95.241462,17,2,F,1,10,191,33.85,9.44,2,199,291,NA,NA,NA,NA,0,0,F,0.13,1,1151,1090,1789,0,1,0
Agricultural,Jackson,20,289,Water,39.463458,-91.98047097,10,1,W,1,6,187,28.54,6.03,5,199,291,249,10.04,31,21,0,1,M,4.83,1,1206,982,1748,0,na,0
Natural,WeldonSprings,83,290,Control,38.65643696,-90.73639403,8,1,F,1,9,190,28.37,8.99,4,199,291,249,13.27,63,26,0,0,F,12.77,2,1123,1148,1900,0,na,0
Natural,Keysport,111,291,Soy,38.732444,-89.277403,5,2,B,1,10,191,29.02,5.98,3,199,291,NA,NA,NA,NA,0,0,F,6.55,1,29,73,63,1,1,0
Agricultural,Chesterfield,48,292,Control,38.66890403,-90.63545798,7,1,D,1,6,187,29.91,10.08,5,199,291,249,7.22,42,24,0,0,F,2.74,0,2582,2257,3971,0,na,0
Natural,Kansas,156,293,Control,39.001464,-95.239938,16,2,D,1,7,188,35.23,10.59,13,199,291,233,13.78,63.3,17,0,0,F,16.876,1,2432,1718,3187,0,na,0
Natural,Lawrence,173,294,Control,38.927036,-95.241462,17,2,F,1,7,188,49.24,10.18,21,199,291,NA,NA,NA,NA,0,1,NA,,,28,76,62,1,na,0
Natural,Kakanee,95,295,Soy,41.15132703,-87.89857297,14,1,G,1,,FALSE,,,,199,291,NA,NA,NA,NA,0,0,NA,,,28,73,62,1,0,
Natural,WeldonSprings,15,296,Control,38.65643696,-90.73639403,8,1,B,1,7,188,36.59,10.63,16,199,291,233,8.56,75.3,28,1,0,M,2.46,0,2692,1876,3629,0,na,1
Agricultural,Bradley,96,297,Soy,41.16467102,-87.81988903,14,1,G,1,6,187,42.18,6.4,7,199,291,233,12.01,86.2,28,0,0,M,6.79,0,1991,1676,3400,0,1,0
Agricultural,Bradley,182,298,Control,41.16467102,-87.81988903,14,2,F,1,7,188,32.64,11.5,5,199,291,242,6.67,71,32,0,0,M,0.83,,2589,2144,4153,0,na,0
Natural,Kansas,99,299,Control,39.001464,-95.239938,16,1,G,1,6,187,27.86,10.3,11,199,291,217,8.11,51.6,20,1,0,M,4.85,1,2597,1983,3656,0,na,0
Agricultural,Hernan,148,300,Water,38.63920603,-91.51230698,9,2,D,1,7,188,35.47,11.57,11,199,291,242,10.31,112,42,1,0,M,11.57,1,3602,2317,4485,0,na,0
Agricultural,Mccombe,106,301,Soy,41.06360497,-83.78943597,2,2,A,1,9,190,23.36,6.33,3,199,290,219,6.33,22.8,14,0,0,M,2.215,1,2188,1898,3077,0,1,1
Natural,Kansas,99,302,Soy,39.001464,-95.239938,16,1,G,1,6,187,29.98,7.74,6,199,290,233,6.51,43.2,17,0,0,M,3.755,1,1543,1060,1910,0,0,0
Natural,Knox,29,303,Control,41.31732501,-86.746256,15,1,B,1,,FALSE,4.48,2.57,0,199,290,254,2.44,13,13,0,0,NA,,,64,174,162,1,na,
Agricultural,Baldwin,34,304,Water,38.782048,-95.171401,17,1,C,1,10,191,23.96,10.87,4,199,290,238,8.95,62.9,20,0,0,M,9.013,0,2043,1568,3286,0,na,0
